"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Water SA (1 sources)","Afrique du Sud","","Presse","Bimestriel ou trimestriel","Anglais","31453","Publishes original research articles and review articles on all aspects of water science, technology, engineering and policy.","http://www.wrc.org.za/Pages/KH_WaterSA.aspx?dt=5&ms=;","GWAAJ","01/04/2015",NA
"Water Today (web site ref.) (1 sources)","Canada","Ontario","Presse","En continu","Anglais","48802",NA,"http://www.watertoday.ca/","WWACG","25/04/2024",NA
"Waterbirds: The International Journal of Waterbird Biology (1 sources)","États-Unis","Texas","Presse","Bimestriel ou trimestriel","Anglais","32792","Specializes in the biology, status, ecology, management and conservation of all waterbird species living in marine, estuarine and freshwater habitats.","https://waterbirds.org/journal/","GWABR","01/03/2017",NA
"Watercraft Journal, The (web site ref.) (1 sources)","États-Unis","","Presse","En continu","Anglais","48000",NA,"https://watercraftjournal.com/","WWACF","25/04/2024",NA
"Waterloo Chronicle (ON) (1 sources)","Canada","Ontario","Presse","Hebdomadaire","Anglais","12322","The Waterloo Chronicle has been serving its community since 1856. Today the newspaper dawns the doorsteps of over 30,000 households, one times a week on Thursday. The Waterloo Chronicle has become a household name for covering all city's events and more.","https://www.waterloochronicle.ca/","FO","04/04/2019","14/02/2019"
"Waterloo Chronicle (ON) (web site) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","38836","The Waterloo Chronicle has been serving its community since 1856. Today the newspaper dawns the doorsteps of over 30,000 households, one times a week on Wednesday. The Waterloo Chronicle has become a household name for covering all city's events and more.","https://www.waterloochronicle.ca/","TMWB","19/01/2010",NA
"Waterloo Region District School Board (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","37408",NA,"http://www.wrdsb.ca/","WWAAI","25/04/2024",NA
"Waterloo Region Record (ON) (1 sources)","Canada","Ontario","Presse","Quotidien","Anglais","35556","Established in 1878 ,The Record (Waterloo Region) is a highly regarded Ontario daily newspaper. The Record serves Kitchener-Waterloo and Mid-Western Ontario.","https://www.therecord.com/","TRK","01/10/1990","01/06/2018"
"Waterloo-Cedar Falls Courier (IA) (web site ref.) (1 sources)","États-Unis","Iowa","Presse","En continu","Anglais","46135","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.wcfcourier.com/","WWACA","25/04/2024",NA
"Wawatay News (Sioux Lookout, ON) (web site ref.) (1 sources)","Canada","Ontario","Presse","En continu","Anglais","53081",NA,"https://www.wawataynews.ca/","WWACH","25/04/2024",NA
"Wayves (web site ref.) (1 sources)","Canada","","Presse","Irrégulier","Anglais","53628",NA,"http://wayves.ca/","WWACJ","25/04/2024",NA
"We Got This Covered (web site ref.) (1 sources)","États-Unis","","Presse","Irrégulier","Anglais","37409",NA,"http://wegotthiscovered.com/","WWAAJ","25/04/2024",NA
"Wealth Arabia (1 sources)","Emirats Arabes Unis","","Presse","Bimestriel ou trimestriel","Anglais","31454","Provides information for high net worth individuals in the United Arab Emirates (UAE).","https://www.wealtharabia.net/","GWAAK","11/03/2015",NA
"Wealth Management (web site) (1 sources)","États-Unis","New York","Presse","Quotidien","Anglais","4460","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://wealthmanagement.com/","PWRD","16/02/2019",NA
"Wealth Management (web site ref.) (1 sources)","États-Unis","New York","Presse","Irrégulier","Anglais","45754","Wealth Management is the industry's leading media brand serving brokers, financial advisors, and financial planners. Its monthly print edition and suite of complementary online and event services provide financial professionals with targeted information whenever and wherever they are looking for it.","http://wealthmanagement.com/","WWACC","25/04/2024",NA
"Wealth Professional (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","26920","Wealth Professional is an online information resource for Canadian advice and planning professionals. It focuses on providing the latest industry news, opinion and analysis.","http://www.wealthprofessional.ca/","MWEP","25/04/2024",NA
"Wealthsimple (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","37410",NA,"https://www.wealthsimple.com/en-ca/","WWAAK","02/05/2024",NA
"Wearables (1 sources)","États-Unis","Pennsylvanie","Presse","Mensuel ou bimensuel","Anglais","31455","Trade magazine covering the wearable segment of the promotional products industry for distributors.","http://www.wearablesmag.com/","GWAAL","01/01/2015",NA
"WeAreTyrone (web site ref.) (1 sources)","Royaume-Uni","Irlande du Nord","Presse","En continu","Anglais","56335",NA,"https://www.wearetyrone.com/","WWACN","25/04/2024",NA
"Weather Network, The (Oakville, ON) (WN) (1 sources)","Canada","Ontario","Télévision et radio","Bimestriel ou trimestriel","Anglais","52461","The Weather Network is Canada's round-the-clock local, regional, national and international weather service. It is available in Canada, the U.S. and the UK.","https://www.theweathernetwork.com/ca","XGZ","10/10/2023",NA
"Weather Network, The (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Anglais","37411",NA,"http://www.theweathernetwork.com/","WWAAL","25/04/2024",NA
"Web Girondins (site web) (1 sources)","France","Nouvelle-Aquitaine","Presse","En continu","Français","68537",NA,"https://www.webgirondins.com/","AADM","20/04/2025",NA
"Web Newswire (India) (1 sources)","Inde","","Presse","En continu","Anglais","12263","Webnewswire is a free newswire service in India.","http://www.webnewswire.com/","QWACH","09/01/2015",NA
"Web sites - Aeronautics / Aéronautique (52 sources)","États-Unis","","Presse","En continu","Multilingue","34572",NA,NA,"LAAE","25/04/2024",NA
"Web sites - Agriculture and Farming Industry / Agriculture et élevage (81 sources)","États-Unis","","Presse","En continu","Multilingue","34573",NA,NA,"LAAG","25/04/2024",NA
"Web sites - Animal and Pets / Animaux (57 sources)","États-Unis","","Presse","En continu","Multilingue","34574",NA,NA,"LAAN","25/04/2024",NA
"Web sites - Arts, Cratfs and Culture / Arts, artisanat et culture (243 sources)","","","Presse","En continu","Multilingue","34575",NA,NA,"LAAR","25/04/2024",NA
"Web sites - Business Management / Gestion (327 sources)","États-Unis","","Presse","En continu","Multilingue","34576",NA,NA,"LABU","25/04/2024",NA
"Web sites - Chemical and Plastic Engineering / Génie chimique et pétrochimique (8 sources)","États-Unis","","Presse","En continu","Multilingue","34578",NA,NA,"LACH","25/04/2024",NA
"Web sites - Construction and Real Estate / Construction et immobilier (69 sources)","États-Unis","","Presse","En continu","Multilingue","34579",NA,NA,"LACR","25/04/2024",NA
"Web sites - Cooking and Food / Cuisine et alimentation (291 sources)","États-Unis","","Presse","En continu","Multilingue","34577",NA,NA,"LACF","25/04/2024",NA
"Web sites - Economy / Économie (542 sources)","","","Presse","En continu","Multilingue","10044","Selected articles in economy from several hundred sources: specialized websites and economic sections of general newspaper websites.",NA,"LAEC","25/04/2024",NA
"Web sites - Education / Éducation (225 sources)","États-Unis","","Presse","En continu","Multilingue","34580",NA,NA,"LAED","25/04/2024",NA
"Web sites - Electricity and Electronics / Électricité et électronique (80 sources)","États-Unis","","Presse","En continu","Multilingue","34581",NA,NA,"LAEL","25/04/2024",NA
"Web sites - Energy and Environment / Énergie et environnement (160 sources)","États-Unis","","Presse","En continu","Multilingue","34582",NA,NA,"LAEN","25/04/2024",NA
"Web sites - Family / Famille (77 sources)","États-Unis","","Presse","En continu","Multilingue","34583",NA,NA,"LAFA","25/04/2024",NA
"Web sites - Fashion / Mode (308 sources)","États-Unis","","Presse","En continu","Multilingue","34584",NA,NA,"LAFS","25/04/2024",NA
"Web sites - Gaming / Jeux vidéos (108 sources)","États-Unis","","Presse","En continu","Multilingue","34585",NA,NA,"LAGA","25/04/2024",NA
"Web sites - Health and Fitness / Activité physique, santé (415 sources)","États-Unis","","Presse","En continu","Multilingue","34586",NA,NA,"LAHF","25/04/2024",NA
"Web sites - Home and Gardening / Maisons, jardins (70 sources)","États-Unis","","Presse","En continu","Multilingue","34587",NA,NA,"LAHG","25/04/2024",NA
"Web sites - Information Technology and Internet / Technologie de l'information, Internet (956 sources)","États-Unis","","Presse","En continu","Multilingue","34588",NA,NA,"LAIT","25/04/2024",NA
"Web sites - Law / Droit (78 sources)","","","Presse","En continu","Multilingue","10043","Selected articles in law from several hundred sources: specialized websites and legal sections of general newspaper websites.",NA,"LADR","25/04/2024",NA
"Web sites - Lifestyle (234 sources)","États-Unis","","Presse","En continu","Multilingue","34589",NA,NA,"LALI","25/04/2024",NA
"Web sites - Marketing (44 sources)","","","Presse","En continu","Multilingue","10046","Selected articles in marketing from several hundred sources: specialized websites and marketing sections of general newspaper websites.",NA,"LAMK","25/04/2024",NA
"Web sites - Motoring (cars, motorcycles) / Automobile (662 sources)","","","Presse","En continu","Multilingue","34601",NA,NA,"LEMO","25/04/2024",NA
"Web sites - Pharmaceutical / Pharmaceutique (52 sources)","États-Unis","","Presse","En continu","Multilingue","34590",NA,NA,"LAPH","25/04/2024",NA
"Web sites - Photography, Sound and Video / Photographie, son, vidéos (55 sources)","États-Unis","","Presse","En continu","Multilingue","34592",NA,NA,"LAPS","25/04/2024",NA
"Web sites - Political / Politique (186 sources)","États-Unis","","Presse","En continu","Multilingue","34591",NA,NA,"LAPO","25/04/2024",NA
"Web sites - Regional News / Actualité régionale (525 sources)","États-Unis","","Presse","En continu","Multilingue","34593",NA,NA,"LARN","25/04/2024",NA
"Web sites - Science and Engineering / Science et ingénierie (105 sources)","États-Unis","","Presse","En continu","Multilingue","34594",NA,NA,"LASC","25/04/2024",NA
"Web sites - Sports and Leisure / Sports et loisirs (1426 sources)","États-Unis","","Presse","En continu","Multilingue","34595",NA,NA,"LASP","25/04/2024",NA
"Web sites - Transport and Logistics / Transport et logistique (78 sources)","États-Unis","","Presse","En continu","Multilingue","34596",NA,NA,"LATL","25/04/2024",NA
"Web sites - Travel and Vacations / Voyage et tourisme (337 sources)","États-Unis","","Presse","En continu","Multilingue","34597",NA,NA,"LATV","25/04/2024",NA
"Web sites - Wholesale and Retail Trade / Commerce de détail et de gros (6 sources)","États-Unis","","Presse","En continu","Multilingue","34600",NA,NA,"LAWR","25/04/2024",NA
